street,number,name,amenity,craft,healthcare,historic,leisure,office,public_transport,shop,tourism,geometry
,,Attribute,,,,,,,,gift,,POINT (23.9790907 49.8072203)
,,Нова Пошта,post_office,,,,,,,,,POINT (23.9781614 49.8080045)
,,Вареники тут,restaurant,,,,,,,,,POINT (23.9782083 49.808033)
,,BEIRUT hall,restaurant,,,,,,,,,POINT (23.9785141 49.808001)
,,Una Pinsa,restaurant,,,,,,,,,POINT (23.9785932 49.8079932)
,,Tikithai,restaurant,,,,,,,,,POINT (23.9786495 49.807988)
,,Poke Lulu,restaurant,,,,,,,,,POINT (23.9787327 49.8079803)
,,Avocado Organic Food,restaurant,,,,,,,,,POINT (23.978848 49.8079338)
,,KFC,fast_food,,,,,,,,,POINT (23.9788359 49.807865)
,,Paese,,,,,,,,cosmetics,,POINT (23.979017 49.8077829)
,,5.10.15,,,,,,,,clothes,,POINT (23.9790948 49.8077751)
,,IDO,,,,,,,,clothes,,POINT (23.9791819 49.807763)
,,Vander,,,,,,,,clothes,,POINT (23.979253 49.8077526)
,,Акварель,,,,,,,,stationery,,POINT (23.9794703 49.8077128)
,,CCC,,,,,,,,shoes,,POINT (23.9799035 49.8076167)
,,Megasport,,,,,,,,clothes,,POINT (23.980169 49.8075207)
,,Мастерішка,,,,,,,,toys,,POINT (23.9794616 49.8073807)
,,Argo,,,,,,,,clothes,,POINT (23.9801154 49.8071355)
,,Mommy,,,,,,,,clothes,,POINT (23.9795306 49.8071113)
,,Будинок іграшок,,,,,,,,toys,,POINT (23.9792812 49.8070749)
,,Trussardi,,,,,,,,clothes,,POINT (23.9778998 49.8078011)
,,N. Uno Porter,,,,,,,,clothes,,POINT (23.9777859 49.8078115)
,,Tivolyo Home,,,,,,,,clothes,,POINT (23.9775619 49.8078245)
,,Apple Room,,,,,,,,electronics,,POINT (23.977468 49.8078297)
,,VITApro,,,,,,,,cosmetics,,POINT (23.9773875 49.8077786)
,,Kaktus,,,,,,,,hardware,,POINT (23.9774251 49.8073562)
,,Бомонд,,,,,,,,cosmetics,,POINT (23.97781 49.8072879)
,,Pull Love,,,,,,,,clothes,,POINT (23.9794331 49.8074614)
,,,bureau_de_change,,,,,,,,,POINT (23.9793898 49.8074793)
,,Aromateque,,,,,,,,cosmetics,,POINT (23.9793174 49.8074904)
,,Fuego,,,,,,,,clothes,,POINT (23.9792114 49.8075345)
,,Stefano Lompas,,,,,,,,clothes,,POINT (23.9791109 49.8075743)
,,Usupso,,,,,,,,cosmetics,,POINT (23.9790076 49.8076081)
,,Giardini,,,,,,,,shoes,,POINT (23.978907 49.8076488)
,,Vovk,,,,,,,,clothes,,POINT (23.9788038 49.8076739)
,,Bianka,,,,,,,,clothes,,POINT (23.9786871 49.807699)
,,Камея,,,,,,,,jewelry,,POINT (23.9785181 49.8077362)
,,Carlo Pazolini,,,,,,,,shoes,,POINT (23.9784779 49.8076211)
,,KSD Aurum,,,,,,,,jewelry,,POINT (23.9784537 49.8075501)
,,Guess,,,,,,,,clothes,,POINT (23.978443 49.8074843)
,,BlackWood Coffee,cafe,,,,,,,,,POINT (23.9784148 49.8074272)
,,Baldinini,,,,,,,,shoes,,POINT (23.9784122 49.8073779)
,,,toilets,,,,,,,,,POINT (23.9776692 49.8075735)
,,Liu Jo,,,,,,,,clothes,,POINT (23.9785664 49.8072956)
,,Actors,,,,,,,,clothes,,POINT (23.9786817 49.8073043)
,,Conte,,,,,,,,clothes,,POINT (23.9789271 49.8073259)
,,Estro,,,,,,,,shoes,,POINT (23.9790398 49.8073303)
,,Jador,,,,,,,,clothes,,POINT (23.9791645 49.8073355)
,,Celebrity Sport,,,,,,,,clothes,,POINT (23.9792745 49.8073441)
,,Kredens Cafe,cafe,,,,,,,,,POINT (23.9793898 49.8073545)
,,Папашон боулінг,,,,,,,,,theme_park,POINT (23.9776102 49.8074385)
,,Інтерактивне Cafe Papashon,cafe,,,,,,,,,POINT (23.977861 49.8074108)
,,CILEK,,,,,,,,furniture,,POINT (23.9779253 49.8076176)
,,Donuts Bar,cafe,,,,,,,,,POINT (23.9781345 49.8077215)
,,,toilets,,,,,,,,,POINT (23.9777711 49.8077137)
,,Lviv Croissants,cafe,,,,,,,,,POINT (23.9779374 49.8077154)
,,Дитяче містечко PAPASHON,,,,,,,,,theme_park,POINT (23.9778838 49.8080824)
,,,bureau_de_change,,,,,,,,,POINT (23.9781748 49.808059)
,,Япона Хата,restaurant,,,,,,,,,POINT (23.9785731 49.8074938)
,,Trend,,,,,,,,clothes,,POINT (23.9788534 49.8075873)
,,MaryLu,,,,,,,,clothes,,POINT (23.9789768 49.8075466)
,,InShoes,,,,,,,,shoes,,POINT (23.9790921 49.8075008)
,,Компанія Традиційного Гоління,,,,,,,,hairdresser,,POINT (23.9791846 49.8074748)
,,Kralja,,,,,,,,clothes,,POINT (23.9792852 49.8074488)
,,Solo,,,,,,,,clothes,,POINT (23.9793925 49.807435)
,,Leo Gellato,ice_cream,,,,,,,,,POINT (23.9793979 49.8073917)
,,Arber,,,,,,,,clothes,,POINT (23.9793 49.8073761)
,,Kleo,,,,,,,,clothes,,POINT (23.9791994 49.8073692)
,,Natali Bolgar,,,,,,,,clothes,,POINT (23.9790787 49.8073658)
,,POLLARDI,,,,,,,,clothes,,POINT (23.9789526 49.807358)
,,SEASON,,,,,,,,clothes,,POINT (23.9788426 49.8073528)
,,BOTTEGA,,,,,,,,clothes,,POINT (23.978726 49.807345)
,,WE,,,,,,,,clothes,,POINT (23.978608 49.8073398)
,,Хінкалі по-Тбіліськи,restaurant,,,,,,,,,POINT (23.978502 49.8073311)
,,Promin,,,,,,,,clothes,,POINT (23.9791498 49.8070853)
,,Chicco,,,,,,,,toys,,POINT (23.9789888 49.8070992)
,,MYplay,,,,,,,,toys,,POINT (23.978557 49.8070992)
,,Mangal Garden,restaurant,,,,,,,,,POINT (23.9783692 49.8070923)
Кульпарківська вулиця,226а,Львівська майстерня шоколаду,cafe,,,,,,,,,POINT (23.9781029 49.8071962)
,,NOA asia special,restaurant,,,,,,,,,POINT (23.9779508 49.8070801)
,,АТБ-маркет,,,,,,,,supermarket,,POINT (24.0667534 49.7832198)
,,Салон світла,,,,,,,,lighting,,POINT (23.9741434 49.8125463)
,,"Дерево Карпати, столярний цех",,carpenter,,,,,,,,POINT (23.9346868 49.8300113)
,,Таскомбанк,atm,,,,,,,,,POINT (23.9746309 49.812094)
,,Берком,,,,,,,,hardware,,POINT (23.9354257 49.8299326)
,,,waste_disposal,,,,,,,,,POINT (24.0177875 49.858299)
,,,waste_basket,,,,,,,,,POINT (23.9895028 49.8345423)
,,Totem Cafe,cafe,,,,,,,,,POINT (24.0006193 49.8395583)
,,Аптека Пульс,bicycle_parking,,,,,,,,,POINT (24.0157264 49.8346176)
,,Банк інвестицій та заощаджень,bank,,,,,,,,,POINT (24.0103577 49.809544)
,,,waste_disposal,,,,,,,,,POINT (23.970049 49.8278034)
,,,waste_disposal,,,,,,,,,POINT (23.9717559 49.8294923)
,,Близенько,,,,,,,,supermarket,,POINT (23.9703351 49.8293384)
,,,waste_disposal,,,,,,,,,POINT (23.9820424 49.8325891)
,,,waste_disposal,,,,,,,,,POINT (23.9802914 49.832134)
,,,,,,,playground,,,,,POINT (23.9689751 49.828123)
,,,waste_disposal,,,,,,,,,POINT (23.9694157 49.8264451)
,,,police,,,,,,,,,POINT (23.9807741 49.8325807)
,,,bench,,,,,,,,,POINT (24.021715 49.8201072)
,,,bench,,,,,,,,,POINT (24.021774 49.8199583)
,,,bench,,,,,,,,,POINT (24.0218384 49.8198234)
,,,bench,,,,,,,,,POINT (24.0219403 49.8201452)
,,,bench,,,,,,,,,POINT (24.0220047 49.8199964)
,,,bench,,,,,,,,,POINT (24.0220583 49.8198614)
,,,bench,,,,,,,,,POINT (24.0215618 49.821048)
,,,bench,,,,,,,,,POINT (24.0216262 49.8208991)
,,,bench,,,,,,,,,POINT (24.0216959 49.8207468)
,,,bench,,,,,,,,,POINT (24.0217603 49.8205911)
,,,bench,,,,,,,,,POINT (24.0218032 49.8204492)
,,,bench,,,,,,,,,POINT (24.021358 49.8210272)
,,,bench,,,,,,,,,POINT (24.0214277 49.8208611)
,,,bench,,,,,,,,,POINT (24.0214813 49.8207088)
,,,bench,,,,,,,,,POINT (24.0215511 49.820553)
,,,bench,,,,,,,,,POINT (24.0216101 49.820418)
вулиця Академіка Андрія Сахарова,29,"Львівське обласне громадське об'єднання ""ВОЇН-МИРОТВОРЕЦЬ""",,,,,,ngo,,,,POINT (24.0163574 49.8224265)
,,АПТЕКА24,pharmacy,,pharmacy,,,,,,,POINT (24.0592108 49.7950878)
,,Янівський цвинтар,,,,,,,platform,,,POINT (23.9955199 49.8495197)
,,,bicycle_parking,,,,,,,,,POINT (24.0265178 49.8615787)
,,Вояж,,,,,,,,car_parts,,POINT (24.0269403 49.8611087)
,,Вояж Автопілот,,,,,,,,car_parts,,POINT (24.0268523 49.862081)
,,,bicycle_parking,,,,,,,,,POINT (24.026708 49.862844)
,,New Balance,,,,,,,,shoes,,POINT (24.0225647 49.8701857)
,,Lviv Croissants,fast_food,,,,,,,,,POINT (24.0182698 49.8614041)
,,Beauty studio,,,,,,,,beauty,,POINT (24.0220173 49.8547934)
,,Sofi,,,,,,,,beauty,,POINT (24.0221224 49.8545684)
,,Продукти з Європи,,,,,,,,convenience,,POINT (24.018744 49.8611019)
,,Le Dix salon,,,,,,,,hairdresser,,POINT (24.021909 49.8549654)
,,NOA,restaurant,,,,,,,,,POINT (24.0229789 49.8700629)
,,,bicycle_parking,,,,,,,,,POINT (24.02262 49.8698894)
,,,bicycle_parking,,,,,,,,,POINT (24.0222632 49.8698972)
,,Златта,,,,,,,,shoes,,POINT (24.0165862 49.8642221)
,,Sushi Go,restaurant,,,,,,,,,POINT (24.0184366 49.8616909)
,,,,,,,,,,clothes,,POINT (24.0199511 49.8581762)
,,Тетяна,bar,,,,,,,,,POINT (24.016567 49.8651657)
,,Eva,,,,,,,,chemist,,POINT (24.0170334 49.8631348)
,,Родинна ковбаска,,,,,,,,butcher,,POINT (24.0193198 49.8598324)
,,Родинна ковбаска,,,,,,,,butcher,,POINT (24.0168412 49.8646165)
,,,,,,,,,,florist,,POINT (24.0194083 49.8595973)
,,Точка Секонд Хенд,,,,,,,,clothes,,POINT (24.0178371 49.795196)
,,,bench,,,,,,,,,POINT (24.0203896 49.7969763)
,,,bench,,,,,,,,,POINT (24.0208011 49.7969025)
,,,bench,,,,,,,,,POINT (24.0205729 49.7970598)
,,,bench,,,,,,,,,POINT (24.020091 49.7971322)
,,,bench,,,,,,,,,POINT (24.0204457 49.7969708)
,,,bench,,,,,,,,,POINT (24.020608 49.7969924)
,,,bench,,,,,,,,,POINT (24.0185821 49.7973219)
,,,bench,,,,,,,,,POINT (24.0225076 49.7967354)
,,,bench,,,,,,,,,POINT (24.0202696 49.7971132)
,,,bench,,,,,,,,,POINT (24.0187901 49.7973027)
,,,bench,,,,,,,,,POINT (24.0201057 49.7971064)
,,,bench,,,,,,,,,POINT (24.0196628 49.7970603)
,,,bench,,,,,,,,,POINT (24.0187482 49.7971576)
,,,bench,,,,,,,,,POINT (24.0185778 49.797174)
,,,,,,,pitch,,,,,POINT (24.0201047 49.7970675)
,,,bench,,,,,,,,,POINT (24.0199127 49.7971327)
,,,bench,,,,,,,,,POINT (24.0195149 49.7970724)
Стрийська вулиця,57,OS.9,,key_cutter,,,,,,,,POINT (24.0175198 49.7974707)
,,,,,,,,,,tobacco,,POINT (24.0182 49.7975601)
,,One Place,cafe,,,,,,,,,POINT (24.0181681 49.7975598)
,,Le Fleur,,,,,,,,florist,,POINT (24.0176266 49.7976646)
Стрийська вулиця,57,Дивосвіт,,,,,,,,toys,,POINT (24.0184801 49.7977487)
,,,,,,,fitness_station,,,,,POINT (24.0172595 49.7953087)
,,,bench,,,,,,,,,POINT (24.0181362 49.8006656)
,,,bench,,,,,,,,,POINT (24.0191249 49.7971225)
,,,bench,,,,,,,,,POINT (24.0181675 49.800746)
,,,bench,,,,,,,,,POINT (24.0190499 49.7971307)
,,,bench,,,,,,,,,POINT (24.0197786 49.7970982)
,,,,,,,,,,clothes,,POINT (23.9744318 49.8113252)
,,Fun & Tun,,,,,,,,clothes,,POINT (23.974417 49.8112396)
,,,,,,,,,,toys,,POINT (23.9744505 49.8114118)
,,,,,,,,,,clothes,,POINT (23.9744599 49.8115052)
,,,,,,,,,,greengrocer,,POINT (23.973847 49.812394)
,,,bench,,,,,,,,,POINT (23.9745203 49.811089)
,,,bench,,,,,,,,,POINT (23.9745753 49.8115057)
,,,,,,,playground,,,,,POINT (23.9745444 49.8114447)
,,Нотаріус,,,,,,notary,,,,POINT (24.0383783 49.8127021)
вулиця Академіка Володимира Гнатюка,3,БУНТ,bar,,,,,,,,,POINT (24.0264486 49.8412603)
,,,bicycle_parking,,,,,,,,,POINT (24.0210131 49.8606341)
,,,bench,,,,,,,,,POINT (24.018496 49.8633822)
,,Coffelab,cafe,,,,,,,,,POINT (24.0154897 49.866388)
,,Альцест,,,,,,,,hardware,,POINT (24.0169857 49.8632442)
,,,bench,,,,,,,,,POINT (24.0223672 49.8575369)
,,,bureau_de_change,,,,,,,,,POINT (24.0185744 49.8617887)
,,Галицька здоба,,,,,,,,bakery,,POINT (24.0184999 49.8619178)
,,Фотохата,,,,,,,,copyshop,,POINT (24.0161376 49.8663049)
,,Ремонт одягу,,,,,,,,tailor,,POINT (24.0153244 49.8664497)
,,,bicycle_parking,,,,,,,,,POINT (24.0168117 49.8637035)
,,,,,,,,,,butcher,,POINT (24.0193249 49.8594875)
,,Top dealers,,,,,,,,car,,POINT (24.0203389 49.8609665)
,,Мій маркет,,,,,,,,convenience,,POINT (24.0154315 49.8664709)
,,Megasale,,,,,,,,clothes,,POINT (24.0158358 49.8653919)
,,,,,,,,,,laundry,,POINT (24.0161369 49.8647845)
,,Живе пиво,bar,,,,,,,,,POINT (24.0168242 49.864348)
,,New York Street pizza,restaurant,,,,,,,,,POINT (24.0172745 49.8626717)
,,Арніка,,,,,,,,confectionery,,POINT (24.0182883 49.8619089)
,,Uplay,,,,,,,,mobile_phone,,POINT (24.0185962 49.8617301)
,,,,,,,,,,florist,,POINT (24.0188218 49.8609556)
,,,,,,,,,,clothes,,POINT (24.0189235 49.8607903)
,,Ласуня,,,,,,,,convenience,,POINT (24.0185821 49.8617623)
,,Тканини,,,,,,,,fabric,,POINT (24.0157035 49.8656983)
,,FitCurves,,,,,fitness_centre,,,,,POINT (24.0159494 49.8651772)
,,Одягайко,,,,,,,,clothes,,POINT (24.0164624 49.8644799)
,,Синдикат плюс,,,,,,,,pawnbroker,,POINT (24.0165192 49.8644114)
,,,,,,,,,,chemist,,POINT (24.0181985 49.8618796)
,,,,,,,,,,florist,,POINT (24.0185363 49.8618579)
,,Свіже м'ясо,,,,,,,,butcher,,POINT (24.0159189 49.8666741)
,,,,,,,,,,convenience,,POINT (24.0159611 49.8666172)
,,,,,,,,,,florist,,POINT (24.0153682 49.8664561)
проспект Вʼячеслава Чорновола,103,W-WorkSpace Coworking,,,,,,coworking,,,,POINT (24.015563 49.8661606)
,,Євротренд,,,,,,,,clothes,,POINT (24.0156184 49.865842)
,,Ремонт одягу,,,,,,,,tailor,,POINT (24.0163611 49.8644665)
,,ПриватБанк,atm,,,,,,,,,POINT (24.0167863 49.8636208)
,,Humana,,,,,,,,second_hand,,POINT (24.0168233 49.8635255)
,,Леооптика,,,,,,,,optician,,POINT (24.0170562 49.8630684)
,,,,,,,,,,pottery,,POINT (24.0183295 49.861878)
,,Бурек,fast_food,,,,,,,,,POINT (24.0184037 49.8617312)
,,,,,,,,,,shoes,,POINT (24.018806 49.8609943)
,,Грузинський лаваш,,,,,,,,bakery,,POINT (24.0188808 49.8608843)
,,,,,,,,,,mobile_phone,,POINT (24.0187722 49.8610519)
,,Пан горішок,,,,,,,,convenience,,POINT (24.0189072 49.8608018)
,,,telephone,,,,,,,,,POINT (23.9660719 49.8450745)
,,,recycling,,,,,,,,,POINT (24.0369123 49.813152)
,,Укр-Петроль,fuel,,,,,,,,,POINT (24.0885403 49.8341151)
,,,car_wash,,,,,,,,,POINT (24.0620917 49.878668)
,,,,,,,playground,,,,,POINT (24.0216072 49.7938872)
,,,bench,,,,,,,,,POINT (24.0216065 49.7939204)
,,,bench,,,,,,,,,POINT (24.0215087 49.7940236)
,,,waste_disposal,,,,,,,,,POINT (24.0224923 49.8389032)
,,Lviv Croissants,fast_food,,,,,,,,,POINT (24.0316252 49.8425568)
,,,waste_disposal,,,,,,,,,POINT (23.9866233 49.8030158)
,,,,,,,,,,florist,,POINT (23.9874014 49.8018657)
,,,waste_disposal,,,,,,,,,POINT (23.9857131 49.8028965)
,,,water_point,,,,,,,,,POINT (23.9884352 49.8045029)
Хорватська вулиця,16А,ITechno,,,,,,,,mobile_phone,,POINT (24.0155636 49.8448323)
,,Monobank,bank,,,,,,,,,POINT (23.9796628 49.8069978)
,,,,,,,playground,,,,,POINT (23.9436337 49.8719432)
,,Dental Story,dentist,,,,,,,,,POINT (24.0367167 49.8124529)
,,Амбулаторія спини,clinic,,,,,,,,,POINT (24.0368146 49.8124191)
,,Майоран,,,,,,,,massage,,POINT (24.0369728 49.812362)
,,Жаккард,,,,,,,,curtain,,POINT (24.0371458 49.8122988)
Тернопільська вулиця,21б,Студія краси Ірини Куцьо,,,,,,,,beauty,,POINT (24.0370104 49.8117467)
,,Автомаркет Захід,,,,,,,,car_parts,,POINT (24.0354994 49.8110652)
,,Виготовлення ключів,,key_cutter,,,,,,,,POINT (24.0178026 49.8616522)
,,,waste_disposal,,,,,,,,,POINT (24.0416611 49.8760491)
,,,waste_disposal,,,,,,,,,POINT (24.0438158 49.8747946)
,,,waste_disposal,,,,,,,,,POINT (24.043016 49.8756903)
,,,,,,,picnic_table,,,,,POINT (24.0408806 49.8783192)
,,,,,,,picnic_table,,,,,POINT (24.0408731 49.8783903)
,,,,,,,,,platform,,,POINT (24.0298289 49.8853011)
,,Рукавичка,,,,,,,,supermarket,,POINT (23.9359529 49.8768914)
,,,waste_disposal,,,,,,,,,POINT (24.0127762 49.8113972)
,,Зерно,,,,,,,,bakery,,POINT (24.0417822 49.8747694)
,,,,,,,,,,hairdresser,,POINT (24.0417115 49.8747607)
,,Frog’n’dog,fast_food,,,,,,,,,POINT (24.0415604 49.8747529)
,,,,,,,,,,greengrocer,,POINT (24.0416506 49.8747466)
,,Родинна ковбаска,,,,,,,,butcher,,POINT (24.0329725 49.8709926)
Угорська вулиця,10,Твій сир,,,,,,,,cheese,,POINT (24.0389813 49.8124479)
,,,waste_basket,,,,,,,,,POINT (24.0049318 49.826999)
,,,waste_basket,,,,,,,,,POINT (24.0044668 49.8271082)
,,,waste_basket,,,,,,,,,POINT (24.0043323 49.8271921)
,,,waste_basket,,,,,,,,,POINT (24.0042536 49.8272127)
,,,bicycle_parking,,,,,,,,,POINT (24.0050086 49.8269427)
,,,bench,,,,,,,,,POINT (24.0044601 49.8271173)
,,,bench,,,,,,,,,POINT (24.0044427 49.8271417)
,,,bench,,,,,,,,,POINT (24.0043551 49.8271891)
,,,bench,,,,,,,,,POINT (24.0042412 49.8272241)
,,,bench,,,,,,,,,POINT (24.0042127 49.827246)
,,,bench,,,,,,,,,POINT (24.0041815 49.827291)
,,St. Józef Bilczewski,,,,memorial,,,,,,POINT (23.9953893 49.8512417)
,,,bench,,,,,,,,,POINT (24.0167643 49.7925159)
,,,bench,,,,,,,,,POINT (24.0167446 49.7924288)
,,,bench,,,,,,,,,POINT (24.0167221 49.7923174)
,,,bench,,,,,,,,,POINT (24.0183454 49.7955384)
,,,bench,,,,,,,,,POINT (24.0184754 49.7955326)
,,,waste_disposal,,,,,,,,,POINT (24.0722071 49.8030607)
,,,parking,,,,,,,,,POINT (24.0721001 49.8079566)
,,Мамині традиції,,,,,,,,frozen_food,,POINT (24.0323957 49.8294743)
,,Етюд,,,,,,,,,hotel,POINT (24.0344295 49.8351622)
,,,toilets,,,,,,,,,POINT (24.0285599 49.8273919)
,,,waste_disposal,,,,,,,,,POINT (24.0540437 49.8237017)
,,Питна вода,drinking_water,,,,,,,,,POINT (24.0349884 49.8435279)
,,Близенько,,,,,,,,supermarket,,POINT (24.0348243 49.8352433)
,,,payment_terminal,,,,,,,,,POINT (24.0346136 49.8348489)
,,Експрес,cafe,,,,,,,,,POINT (24.0346698 49.8349029)
,,,waste_disposal,,,,,,,,,POINT (24.0535919 49.8272295)
,,Dominica,,,,,,,,clothes,,POINT (23.9751707 49.8116307)
,,Winx,,,,,,,,clothes,,POINT (23.975058 49.8115598)
,,СуперТоп,,,,,,,,shoes,,POINT (23.9751855 49.8114265)
,,West-Fashion,,,,,,,,clothes,,POINT (23.9750513 49.8115018)
,,Масяня,,,,,,,,clothes,,POINT (23.9750366 49.8114299)
,,Ельф,,,,,,,,clothes,,POINT (23.9750768 49.8113521)
,,StrawBerries,,,,,,,,clothes,,POINT (23.975227 49.8113477)
,,Чарівна кулька,,,,,,,,gift,,POINT (23.975329 49.811327)
,,Метелик,,,,,,,,clothes,,POINT (23.975345 49.8115476)
,,Чіполіно,,,,,,,,clothes,,POINT (23.9748944 49.8118497)
,,Wojcik,,,,,,,,clothes,,POINT (23.9751814 49.8118194)
,,,,,,,,,,,information,POINT (24.0365229 49.7979937)
,,,waste_disposal,,,,,,,,,POINT (24.0525911 49.8658089)
,,,waste_disposal,,,,,,,,,POINT (24.0206674 49.8404382)
,,,recycling,,,,,,,,,POINT (24.0206104 49.8404081)
,,,payment_terminal,,,,,,,,,POINT (24.0206556 49.8429015)
,,,telephone,,,,,,,,,POINT (24.0202091 49.8426511)
,,,telephone,,,,,,,,,POINT (24.0250595 49.8454323)
,,,payment_terminal,,,,,,,,,POINT (24.0249745 49.8453915)
,,,bureau_de_change,,,,,,,,,POINT (24.0312449 49.8371358)
,,,waste_basket,,,,,,,,,POINT (24.025159 49.8454158)
,,,payment_terminal,,,,,,,,,POINT (24.0265797 49.8468774)
,,,bench,,,,,,,,,POINT (24.0281245 49.8420953)
,,,bench,,,,,,,,,POINT (24.0280741 49.8421656)
,,Приватбанк,atm,,,,,,,,,POINT (24.0310106 49.8380959)
,,,payment_terminal,,,,,,,,,POINT (24.031016 49.8381038)
,,,recycling,,,,,,,,,POINT (24.0303151 49.8397278)
,,,bicycle_rental,,,,,,,,,POINT (24.0233726 49.8694469)
,,Пан банан,,,,,,,,convenience,,POINT (23.9836248 49.808906)
,,Я це кава,,,,,,,,coffee,,POINT (23.9936536 49.8075717)
,,,,,,,playground,,,,,POINT (23.9935233 49.8085774)
,,,waste_disposal,,,,,,,,,POINT (23.9905739 49.8087019)
,,,waste_disposal,,,,,,,,,POINT (23.9855855 49.8110211)
,,,,,,,playground,,,,,POINT (23.9993835 49.8055948)
,,,telephone,,,,,,,,,POINT (24.0180771 49.8275205)
,,Злагода,cafe,,,,,,,,,POINT (24.034552 49.8348135)
,,Ennio Event Square,,,,,bandstand,,,,,POINT (24.0215281 49.8477535)
,,Близенько,,,,,,,,convenience,,POINT (24.0125097 49.8440856)
,,,waste_basket,,,,,,,,,POINT (24.0186965 49.8346689)
,,,waste_basket,,,,,,,,,POINT (24.0186073 49.8349876)
,,EasyPay,payment_terminal,,,,,,,,,POINT (24.016981 49.832602)
,,,,,,,,,,,artwork,POINT (24.0345409 49.8446329)
,,,parking,,,,,,,,,POINT (23.9788078 49.8137934)
,,Рукавичка,,,,,,,,supermarket,,POINT (24.0279853 49.8541865)
,,Domino's,fast_food,,,,,,,,,POINT (24.0245227 49.8556126)
,,ПриватБанк,bank,,,,,,,,,POINT (24.0279403 49.8525438)
,,Burger Joint,restaurant,,,,,,,,,POINT (24.0330733 49.8407217)
,,,waste_basket,,,,,,,,,POINT (23.9701685 49.8491447)
,,Шипшина автотовари,,,,,,,,car_parts,,POINT (23.9251074 49.8167029)
,,,telephone,,,,,,,,,POINT (24.0338386 49.8279964)
,,DJI,,,,,,,,electronics,,POINT (24.0246295 49.8428391)
,,Собор Святого Юра,,,,,,,platform,,,POINT (24.0129937 49.8369851)
,,MobileExpert,,electronics_repair,,,,,,,,POINT (24.0504139 49.8610419)
,,,,,,,,,,convenience,,POINT (24.0318493 49.8517715)
,,Krasual,,,,,,,,beauty,,POINT (24.0263191 49.851145)
,,Dronix service,,,,,,,,electronics,,POINT (24.0299835 49.8512052)
,,ПП Міська оренда,,,,,,,,alcohol,,POINT (24.0270013 49.8510715)
,,Dolynskiy,,,,,,,,,hotel,POINT (24.0285002 49.8508697)
,,,waste_basket,,,,,,,,,POINT (24.0245637 49.8511706)
,,,,,,,,notary,,,,POINT (24.0282789 49.8508956)
вулиця Софії Яблонської,8,Подорожник,pharmacy,,pharmacy,,,,,,,POINT (24.0289768 49.8537396)
,,,bench,,,,,,,,,POINT (23.9605567 49.8425232)
,,Beer Market,bar,,,,,,,,,POINT (23.9624222 49.8417959)
,,Побутова хімія,,,,,,,,chemist,,POINT (23.9728966 49.8446226)
,,Травматологічний пункт № 1,doctors,,doctor,,,,,,,POINT (23.9668626 49.8262575)
,,,waste_basket,,,,,,,,,POINT (23.9733897 49.8376815)
,,,bench,,,,,,,,,POINT (23.973438 49.8376754)
,,,bench,,,,,,,,,POINT (23.9733468 49.837691)
,,Ремонт взуття,,shoemaker,,,,,,tailor,,POINT (23.9733173 49.8379505)
,,Новий градус,,,,,,,,alcohol,,POINT (24.0204379 49.8572073)
,,,bench,,,,,,,,,POINT (23.964933 49.8420882)
,,,bureau_de_change,,,,,,,,,POINT (24.0421616 49.8377873)
вулиця Богдана Хмельницького,275,TEHOUSE,,,,,,,,appliance,,POINT (24.0603253 49.8745774)
Пасічна вулиця,154д,Cacao,,,,,,,,confectionery,,POINT (24.0737608 49.8075957)
,,,charging_station,,,,,,,,,POINT (24.0215941 49.8122552)
,,,payment_terminal,,,,,,,,,POINT (24.0317138 49.8380849)
